source_song_id,target_song_id,rank
SOIQLVZ12AB018AE9C,SOGSSSN12AB0181BA7,6
SOIQLVZ12AB018AE9C,SOMQDVC12A6D4FBE03,7
SOIQLVZ12AB018AE9C,SOWCNFV12AB018AE67,8
SOIQLVZ12AB018AE9C,SOTQWOQ12A6701F1AF,9
SOCZHGO12A8151DFB7,SOGRJVZ12A8AE48D67,1
SOCZHGO12A8151DFB7,SOIIQDH12A8C143D8A,2
SOCZHGO12A8151DFB7,SOTHVUU12AB018D193,3
SOCZHGO12A8151DFB7,SOOMBLK12A6D4FABD6,4
SOCZHGO12A8151DFB7,SOKKBLM12A6D4F794E,5
SOCZHGO12A8151DFB7,SOZYJJR12A8AE48078,6
SOCZHGO12A8151DFB7,SOSDSCU12A6310E074,7
SOCZHGO12A8151DFB7,SOSMKPO12A8C13C9F5,8
SOCZHGO12A8151DFB7,SOEICJF12A8C13930F,9
SOJQSWK12A6701ED51,SORPVFU12AB018533C,1
SOJQSWK12A6701ED51,SOFUNPN12A8C13B387,2
SOJQSWK12A6701ED51,SORWMSH12A8C145802,3
SOJQSWK12A6701ED51,SOQKPXK12A8C1311C8,4
SOJQSWK12A6701ED51,SOFZTRB12AB01870A1,5
SOJQSWK12A6701ED51,SOJRLLG12A8C136383,6
SOJQSWK12A6701ED51,SOWITCL12A67ADD87F,7
SOJQSWK12A6701ED51,SOXOTBX12A58A7A3D7,8
SOJQSWK12A6701ED51,SOZPRVP12A8C131EF0,9
SOPBEJW12A8C13C5A2,SOBANHD12A58A7BB7C,1
SOPBEJW12A8C13C5A2,SOJFRTG12AB01840EB,2
SOPBEJW12A8C13C5A2,SOHTTVM12AB018C536,3
SOPBEJW12A8C13C5A2,SOLPJSN12AB01874F3,4
SOPBEJW12A8C13C5A2,SOVBMGP12A8C13CE01,5
SOPBEJW12A8C13C5A2,SOSPBXZ12A8C132D68,6
SOPBEJW12A8C13C5A2,SOHWOLH12A67AE16F4,7
SOPBEJW12A8C13C5A2,SOAZCTI12AB0188657,8
SOPBEJW12A8C13C5A2,SOBGJDN12AB018BA0F,9
SOVOOSP12A6310F1AC,SONZCCT12A8C139A50,1
SOVOOSP12A6310F1AC,SOQWSUU12A8C132875,2
SOVOOSP12A6310F1AC,SOWWZPI12AB0183F7F,3
SOVOOSP12A6310F1AC,SOHFEBN12A67ADBCE4,4
SOVOOSP12A6310F1AC,SOQHMZB12AB01870AD,5
SOVOOSP12A6310F1AC,SOCQWWK12AB017F893,6
SOVOOSP12A6310F1AC,SOXKSAJ12A8C14588D,7
SOVOOSP12A6310F1AC,SOULZWN12A67021A98,8
SOVOOSP12A6310F1AC,SOIFBQW12A6D4F9380,9
SOEWYLX12A6D4F8E5F,SOLICSR12A8C138019,1
SOEWYLX12A6D4F8E5F,SOAYCFE12A6D4F8733,2
SOEWYLX12A6D4F8E5F,SOOZLUI12A6310E9E7,3
SOEWYLX12A6D4F8E5F,SOBBCWG12AF72AB9CB,4
SOEWYLX12A6D4F8E5F,SOUBSFF12A8C134F97,5
SOEWYLX12A6D4F8E5F,SOSXUZZ12AB0186F47,6
SOEWYLX12A6D4F8E5F,SOWHYIO12A8AE472B8,7
SOEWYLX12A6D4F8E5F,SOVHOQY12A8C134FA9,8
SOEWYLX12A6D4F8E5F,SOAKWHP12AB018A3F8,9
SODMASJ12AF729E6FA,SORKCOJ12AF72A8B6C,1
SODMASJ12AF729E6FA,SOERXAU12A8C13A060,2
SODMASJ12AF729E6FA,SOFGJKX12AB018389A,3
SODMASJ12AF729E6FA,SOCGGJI12AB017FC30,4
SODMASJ12AF729E6FA,SOQXBEE12A8C13AA98,5
SODMASJ12AF729E6FA,SOZIKUR12A8C138595,6
SODMASJ12AF729E6FA,SODOVWS12AB01881A0,7
SODMASJ12AF729E6FA,SOJYJHD12AF72A48DD,8
SODMASJ12AF729E6FA,SOYXOOJ12A6D4FD25F,9
SODMASJ12AF729E6FA,SOHKVLB12A8C13DD95,10
SOIJLDG12A8C135B96,SONNAIN12A8C13AC01,1
SOIJLDG12A8C135B96,SOWKBOZ12AB0185E22,2
SOIJLDG12A8C135B96,SOKJVHE12AB017DFA3,3
SOIJLDG12A8C135B96,SONODNI12A8C141EF5,4
SOIJLDG12A8C135B96,SOHHVXI12A6D4F69E3,5
SOIJLDG12A8C135B96,SOJRSTU12A8C135900,6
SOIJLDG12A8C135B96,SONAGFZ12A8C144D97,7
SOIJLDG12A8C135B96,SOQBQTA12AB0183F7D,8
SOIJLDG12A8C135B96,SOFEVAD12AAF3B1CA2,9
SOINYMI12A8C13C3F8,SOYKTSO12A8C1381FB,1
SOINYMI12A8C13C3F8,SOJEVHC12A8C13C3E5,2
SOINYMI12A8C13C3F8,SOHASBP12A8C13C3EE,3
SOINYMI12A8C13C3F8,SOMHEVM12A58A80951,4
SOINYMI12A8C13C3F8,SOFWMNN12A8C13C3F2,5
SOINYMI12A8C13C3F8,SOWFAEL12A8C13F43D,6
SOINYMI12A8C13C3F8,SOEDBAO12A8AE476FE,7
SOINYMI12A8C13C3F8,SOHZNTZ12AB0187C99,8
SOINYMI12A8C13C3F8,SONAJIN12A8C13E080,9
SOMHEVM12A58A80951,SOHASBP12A8C13C3EE,1
SOMHEVM12A58A80951,SOJEVHC12A8C13C3E5,2
SOMHEVM12A58A80951,SOFWMNN12A8C13C3F2,3
SOMHEVM12A58A80951,SOWFAEL12A8C13F43D,4
SOMHEVM12A58A80951,SOINYMI12A8C13C3F8,5
SOMHEVM12A58A80951,SOYKTSO12A8C1381FB,6
SOMHEVM12A58A80951,SOEDBAO12A8AE476FE,7
SOMHEVM12A58A80951,SOHZNTZ12AB0187C99,8
SOMHEVM12A58A80951,SONAJIN12A8C13E080,9
SOLGEGH12A8C13BF76,SOXZQIK12A6D4F7C9E,1
SOLGEGH12A8C13BF76,SONKGST12A6D4F81F6,2
SOLGEGH12A8C13BF76,SOUDPQP12A6D4F81F3,3
SOLGEGH12A8C13BF76,SOPHRWN12A81C213D1,4
SOLGEGH12A8C13BF76,SOMVUAM12A8C14416D,5
SOLGEGH12A8C13BF76,SOPLHIY12A6D4FC0F7,6
SOLGEGH12A8C13BF76,SOTIZIB12A58A7ECC5,7
SOLGEGH12A8C13BF76,SOLIGMO12AB017C1A4,8
SOLGEGH12A8C13BF76,SOTSCIU12A6D4F8571,9
SOHALKJ12AB017FCC2,SOGYCXA12AB018AFC1,1
SOHALKJ12AB017FCC2,SOFZMMI12AB017F33C,2
SOHALKJ12AB017FCC2,SOJYBIF12AB0183EDB,3
SOHALKJ12AB017FCC2,SOFHVID12A6D4F5B75,4
SOHALKJ12AB017FCC2,SOSCJDO12A8C13387F,5
SOHALKJ12AB017FCC2,SOZYEUQ12AB0184FAB,6
SOHALKJ12AB017FCC2,SODRFJI12A6D4FAA05,7
SOHALKJ12AB017FCC2,SOCNFEZ12AB0186FF8,8
SOHALKJ12AB017FCC2,SODUJHV12A58A7CCAC,9
SOHALKJ12AB017FCC2,SOVNOIH12AB017E3BC,10
SOFWMNN12A8C13C3F2,SOWFAEL12A8C13F43D,1
SOFWMNN12A8C13C3F2,SOEDBAO12A8AE476FE,2
SOFWMNN12A8C13C3F2,SOMHEVM12A58A80951,3
SOFWMNN12A8C13C3F2,SOHZNTZ12AB0187C99,4
SOFWMNN12A8C13C3F2,SOHASBP12A8C13C3EE,5
SOFWMNN12A8C13C3F2,SONAJIN12A8C13E080,6
SOFWMNN12A8C13C3F2,SOPZRLV12AB018C540,7
SOFWMNN12A8C13C3F2,SOJEVHC12A8C13C3E5,8
SOFWMNN12A8C13C3F2,SORTEBZ12A6D4FC1FC,9
SOPLVFB12A8C141022,SOZKZCT12A8C140EE3,1
SOPLVFB12A8C141022,SOCKFHC12AF72A09BF,2
SOPLVFB12A8C141022,SOKODUE12A8C13E7B6,3
SOPLVFB12A8C141022,SOENLVM12A8C133DF6,4
SOPLVFB12A8C141022,SORGTHN12AB0181134,5
SOPLVFB12A8C141022,SOEKIGV12A6D4FDA97,6
SOPLVFB12A8C141022,SOACPKN12A8C14040D,7
SOPLVFB12A8C141022,SODTLKT12A8C13548B,8
SOPLVFB12A8C141022,SOUSEHM12AB018695E,9
SOHTTNB12A8C1357E9,SOWYZVX12AB0182596,1
SOHTTNB12A8C1357E9,SOZZKPG12A6D4FC205,2
SOHTTNB12A8C1357E9,SOSEROH12A58A7CA55,3
SOHTTNB12A8C1357E9,SORDVKU12B0B806C7D,4
SOHTTNB12A8C1357E9,SOXMUBH12A8C1422BE,5
SOHTTNB12A8C1357E9,SOOVBQS12AB01869F5,6
SOHTTNB12A8C1357E9,SOROPBL12A6D4F8F33,7
SOHTTNB12A8C1357E9,SOTTQAF12A6310F21D,8
SOHTTNB12A8C1357E9,SOJNUUV12A8C132EC7,9
SOVIKOY12AB018627D,SOHQXHH12AB017EAC4,1
SOVIKOY12AB018627D,SOQZAKJ12A8C143F09,2
SOVIKOY12AB018627D,SOFRNHE12A58A784AA,3
SOVIKOY12AB018627D,SOKYSZU12AB018CCD5,4
SOVIKOY12AB018627D,SOHMTYT12AB017E218,5
SOVIKOY12AB018627D,SONXWIA12A8C1380A7,6
SOVIKOY12AB018627D,SOLCWOI12AB0188C96,7
SOVIKOY12AB018627D,SOZEYCE12AB018DCB0,8
SOVIKOY12AB018627D,SOBOOKY12AB018DCC8,9
SOWKMRB12AB018A901,SORZRZU12A8C13600E,1
SOWKMRB12AB018A901,SOMYXCC12A8C145454,2
SOWKMRB12AB018A901,SOVDZKR12AB0180EF8,3
SOWKMRB12AB018A901,SOIENBA12A58A7F396,4
SOWKMRB12AB018A901,SOFGJTU12AB017F25C,5
SOWKMRB12AB018A901,SOMRTLC12A6D4F97F0,6
SOWKMRB12AB018A901,SORWEVO12A8C13A655,7
SOWKMRB12AB018A901,SOHZQXE12AB018B5EA,8
SOWKMRB12AB018A901,SOLMBPL12A8C13D4DD,9
SOJEMSC12A6D4F81A6,SOLMWYC12A8C144D2C,1
SOJEMSC12A6D4F81A6,SOZIGEG12A8C144548,2
SOJEMSC12A6D4F81A6,SOQMPXD12A58A8112F,3
SOJEMSC12A6D4F81A6,SOUIKBV12A8C14453F,4
SOJEMSC12A6D4F81A6,SOJVAGK12A6D4FAAD3,5
SOJEMSC12A6D4F81A6,SORMCGB12A8C133C90,6
SOJEMSC12A6D4F81A6,SOABRTC12A8C138EC2,7
SOJEMSC12A6D4F81A6,SOPZZVX12AAF3B24E3,8
SOJEMSC12A6D4F81A6,SOLTECZ12A8C137656,9
SORIFLJ12A81C23948,SOHVQDS12A6D4FC3E6,1
SORIFLJ12A81C23948,SOZNBTO12A6D4F9204,2
SORIFLJ12A81C23948,SOCGDMA12A58A7A916,3
SORIFLJ12A81C23948,SOKQOEL12A8C13823C,4
SORIFLJ12A81C23948,SODMHMW12AB0185484,5
SORIFLJ12A81C23948,SODZWJX12AB0182B87,6
SORIFLJ12A81C23948,SOHGHWJ12A6D4F801C,7
SORIFLJ12A81C23948,SOVNHVO12A6D4F5E7F,8
SORIFLJ12A81C23948,SOONLAC12AB018CB3D,9
SOETHKN12AF72A65A6,SORGFIK12A8AE4634D,1
SOETHKN12AF72A65A6,SOFHFUH12AB018BF57,2
SOETHKN12AF72A65A6,SOEFZJG12AF72A67A1,3
SOETHKN12AF72A65A6,SORFHQF12AF72A60C6,4
SOETHKN12AF72A65A6,SOMUVCV12A8C1402BB,5
SOETHKN12AF72A65A6,SOIXCFZ12A8AE462F5,6
SOETHKN12AF72A65A6,SODRVJE12AB0185201,7
SOETHKN12AF72A65A6,SOONMJC12A8AE46A69,8
SOETHKN12AF72A65A6,SOTUXBM12A8C140DB6,9
SOLARJV12AB018306B,SORKCOJ12AF72A8B6C,1
SOLARJV12AB018306B,SOERXAU12A8C13A060,2
SOLARJV12AB018306B,SOFGJKX12AB018389A,3
SOLARJV12AB018306B,SOCGGJI12AB017FC30,4
SOLARJV12AB018306B,SOQXBEE12A8C13AA98,5
SOLARJV12AB018306B,SOZIKUR12A8C138595,6
SOLARJV12AB018306B,SODOVWS12AB01881A0,7
SOLARJV12AB018306B,SOJYJHD12AF72A48DD,8
SOLARJV12AB018306B,SOYXOOJ12A6D4FD25F,9
SOLARJV12AB018306B,SOHKVLB12A8C13DD95,10
SOQTRKE12A6701C596,SOJVMCM12A58A7F54F,1
SOQTRKE12A6701C596,SOEVEIU12AC468D949,2
SOQTRKE12A6701C596,SOTPLMC12A6701C59A,3
SOQTRKE12A6701C596,SOHZFND12A8C13614D,4
SOQTRKE12A6701C596,SOTPMFV12AB0184265,5
SOQTRKE12A6701C596,SOWIDAV12AB018A155,6
SOQTRKE12A6701C596,SOZCBDV12A8C140948,7
SOQTRKE12A6701C596,SOOLKAR12A8C13C7D2,8
SOQTRKE12A6701C596,SOZCHXO12A6701C599,9
SOQTRKE12A6701C596,SOLDTDQ12A8C13A62B,10
SOTUQTT12A6D4FBCEB,SOTWZDG12AB0185CA7,1
SOTUQTT12A6D4FBCEB,SOKXPKY12A58A7B169,2
SOTUQTT12A6D4FBCEB,SOFKMEL12A6D4F6D4F,3
SOTUQTT12A6D4FBCEB,SOQKEGJ12A8C139D07,4
SOTUQTT12A6D4FBCEB,SOYRGFE12A8C13E1D6,5
SOTUQTT12A6D4FBCEB,SOMHBYR12A6D4F5A1C,6
SOTUQTT12A6D4FBCEB,SOCNYSC12A8C13BC99,7
SOTUQTT12A6D4FBCEB,SOCNOYV12A8C1314FA,8
SOTUQTT12A6D4FBCEB,SOJQBFB12A6D4F7372,9
SOTUQTT12A6D4FBCEB,SORXGSR12A58A7B2F5,10
SOWCKVR12A8C142411,SORVETV12A8C141FC7,1
SOWCKVR12A8C142411,SOBCOWD12A6701FD78,2
SOWCKVR12A8C142411,SOQFXDQ12AF72AD0EE,3
SOWCKVR12A8C142411,SOTMKZF12AB0187412,4
SOWCKVR12A8C142411,SOCQOZB12AB0185685,5
SOWCKVR12A8C142411,SOTMTBT12A58A7D50E,6
SOWCKVR12A8C142411,SOOSDMO12A6D4F80F9,7
SOWCKVR12A8C142411,SOTSJDX12AF72A9AFD,8
SOWCKVR12A8C142411,SOMIHYA12AB018DD37,9
SOWCKVR12A8C142411,SOVWHPM12AB017DABB,10
SOQCGHN12AB0181246,SOXXLOQ12AB0185EC1,1
SOQCGHN12AB0181246,SOVNTPL12A8AE47629,2
SOQCGHN12AB0181246,SOSTPFZ12AB01869E9,3
SOQCGHN12AB0181246,SOWBUGM12A81C23733,4
SOQCGHN12AB0181246,SOAHTSO12A67AD7164,5
SOQCGHN12AB0181246,SOXIWOB12AB0182E9C,6
SOQCGHN12AB0181246,SOKSSMD12A8C143359,7
SOQCGHN12AB0181246,SOZDSXK12AC90750AB,8
SOQCGHN12AB0181246,SOHIAGJ12AAFF44358,9
SOSQJWM12A6D4F79E0,SOVLUVC12AB0182867,1
SOSQJWM12A6D4F79E0,SOBKXTM12AB0186F1F,2
SOSQJWM12A6D4F79E0,SOMPGNA12AB017ECDC,3
SOSQJWM12A6D4F79E0,SOGAUXN12A67FFB39E,4
SOSQJWM12A6D4F79E0,SOTKZNW12A8C13BBA8,5
SOSQJWM12A6D4F79E0,SONYMEI12AB0187374,6
SOSQJWM12A6D4F79E0,SOTDQSQ12A8C13F7BA,7
SOSQJWM12A6D4F79E0,SODFBJN12A8C13D22B,8
SOSQJWM12A6D4F79E0,SOPHFJP12AB0185CBB,9
SODZXQS12A6D4F6C0E,SOHWTFZ12AF72A49EF,1
SODZXQS12A6D4F6C0E,SOCDYLH12AB018869F,2
SODZXQS12A6D4F6C0E,SOZNTNI12A6701C54A,3
SODZXQS12A6D4F6C0E,SOKTWAN12AB017E791,4
SODZXQS12A6D4F6C0E,SOQKCKK12A8C13CDB6,5
SODZXQS12A6D4F6C0E,SOYQGXA12AB0186ADF,6
SODZXQS12A6D4F6C0E,SONQUQF12A8AE476D3,7
SODZXQS12A6D4F6C0E,SOTLOXD12A58A77B7F,8
SODZXQS12A6D4F6C0E,SOSLGFG12AB017AA04,9
SOSCPOI12A8C139F02,SOUCHET12A8C138C92,1
SOSCPOI12A8C139F02,SOZKSUN12A8C13F2C6,2
SOSCPOI12A8C139F02,SOQMPGD12A8C138993,3
SOSCPOI12A8C139F02,SOQDDVW12AB0185E55,4
SOSCPOI12A8C139F02,SOSJRDV12A67AD84DC,5
SOSCPOI12A8C139F02,SOSAUVD12A67ADE6AE,6
SOSCPOI12A8C139F02,SOUYQYY12AF72A000F,7
SOSCPOI12A8C139F02,SOVYIYI12A8C138D88,8
SOSCPOI12A8C139F02,SOMHLHX12A58A7AA5B,9
SOOQSLB12A81C200EF,SOHDCZZ12A6D4F9835,1
SOOQSLB12A81C200EF,SOJVQHZ12AB0185152,2
SOOQSLB12A81C200EF,SOSQRCS12A58A782C0,3
SOOQSLB12A81C200EF,SOKOTBW12AB018CE2D,4
SOOQSLB12A81C200EF,SOGHQMI12A8AE46ADC,5
SOOQSLB12A81C200EF,SOMRWUD12A6D4FB4C4,6
SOOQSLB12A81C200EF,SOXYSXH12AB0183B9C,7
SOOQSLB12A81C200EF,SOVAOPI12A8C14391F,8
SOOQSLB12A81C200EF,SOATHZV12A58A788DA,9
SODDKUO12A8C13233E,SORWEAV12A6D4FCCB2,1
SODDKUO12A8C13233E,SOEIGFM12A8C1390E4,2
SODDKUO12A8C13233E,SORKFNI12AB018214B,3
SODDKUO12A8C13233E,SOFBFIV12A67020AF4,4
SODDKUO12A8C13233E,SOSVIMA12A6701D944,5
SODDKUO12A8C13233E,SOJFGXU12A81C21897,6
SODDKUO12A8C13233E,SOIHVYM12A8C13585D,7
SODDKUO12A8C13233E,SORXYMU12A58A77EC4,8
SODDKUO12A8C13233E,SOETOCR12AB0185696,9
SOTFJGS12AB017F577,SOAACZY12A6D4F8081,1
SOTFJGS12AB017F577,SOBUBWD12A8C13A806,2
SOTFJGS12AB017F577,SONSQYJ12A8C13387B,3
SOTFJGS12AB017F577,SOHFFKA12A6D4F7B11,4
SOTFJGS12AB017F577,SODBCXY12A8C132550,5
SOTFJGS12AB017F577,SOPKPWR12A8C141967,6
SOTFJGS12AB017F577,SOCLNWF12A8C140C91,7
SOTFJGS12AB017F577,SOQNMXH12A8C13BB43,8
SOTFJGS12AB017F577,SODEGFU12A8C13A6DD,9
SOZNBQP12A6310D8AA,SOJYIUM12A58A7C9D7,1
SOZNBQP12A6310D8AA,SOVRTOR12A8C13A403,2
SOZNBQP12A6310D8AA,SOJKTOX12A58A7C50D,3
SOZNBQP12A6310D8AA,SOMICPB12A6D4FA36B,4
SOZNBQP12A6310D8AA,SOBLXTO12A8C140432,5
SOZNBQP12A6310D8AA,SOPFMIN12A6701CD2F,6
SOZNBQP12A6310D8AA,SOJYRWX12AF729D9FD,7
SOZNBQP12A6310D8AA,SOVEBCN12A8C13D0A6,8
SOZNBQP12A6310D8AA,SOVCOFC12A8C139BC5,9
SOBADEB12AB018275F,SOEPWYH12AF72A4813,1
SOBADEB12AB018275F,SOIRJGI12AF72A3A57,2
SOBADEB12AB018275F,SOFIPHI12AAF3B3DB2,3
SOBADEB12AB018275F,SOARUPP12AB01842E0,4
SOBADEB12AB018275F,SOAEOTW12A67AD8674,5
SOBADEB12AB018275F,SOMMMMK12AB0184687,6
SOBADEB12AB018275F,SONDGNX12D021B521E,7
SOBADEB12AB018275F,SOKYHYL12A8C13D79D,8
SOBADEB12AB018275F,SOMRUQR12AAF3B1C7E,9
SOPVQLJ12A67AE2281,SONEYYT12AB0181970,1
SOPVQLJ12A67AE2281,SONUBII12AB0187964,2
SOPVQLJ12A67AE2281,SOLPRNI12AB018290D,3
SOPVQLJ12A67AE2281,SORDLIO12AF729EB38,4
SOPVQLJ12A67AE2281,SOETROI12AF72A870B,5
SOPVQLJ12A67AE2281,SOVXNFZ12A8151B9F4,6
SOPVQLJ12A67AE2281,SOMRDEH12A8C13B2BD,7
SOPVQLJ12A67AE2281,SOABDVB12A8C13CEF6,8
SOPVQLJ12A67AE2281,SOQXMBV12A8C133FC5,9
SOOQCAG12A67ADE6DD,SOXVNHG12A6D4F78AB,1
SOOQCAG12A67ADE6DD,SOEVRTP12AB018A75C,2
SOOQCAG12A67ADE6DD,SOQHDPP12A8AE46BFB,3
SOOQCAG12A67ADE6DD,SOQAMQQ12A8AE4866D,4
SOOQCAG12A67ADE6DD,SONGZAC12A8C141207,5
SOOQCAG12A67ADE6DD,SOOOQRH12A81C23500,6
SOOQCAG12A67ADE6DD,SOFNTAA12A8C13BFB4,7
SOOQCAG12A67ADE6DD,SOYFTMB12A8C143A98,8
SOOQCAG12A67ADE6DD,SOWWZJW12A8C137F10,9
SOOQCAG12A67ADE6DD,SONLESH12A58A7A2E0,10
SOJSXJY12A8C13E32E,SOAWKXB12A6D4FEFD9,1
SOJSXJY12A8C13E32E,SOLMLBN12A8AE45B0E,2
SOJSXJY12A8C13E32E,SOGVMBH12A6D4FACD8,3
SOJSXJY12A8C13E32E,SOCCJVH12AB01874A1,4
SOJSXJY12A8C13E32E,SOWLLFB12A6D4F6F34,5
SOJSXJY12A8C13E32E,SONEDEV12A6D4FB694,6
SOJSXJY12A8C13E32E,SOJHZCZ12A6701EFB2,7
SOJSXJY12A8C13E32E,SOPVLCS12AB0190477,8
SOJSXJY12A8C13E32E,SOKTPXK12AF72A5A4B,9
SOCFPEA12A6701CD37,SOROELB12A8C13C18A,1
SOCFPEA12A6701CD37,SOLSWHK12AB0183D6A,2
SOCFPEA12A6701CD37,SOJYVYE12A8C13F60B,3
SOCFPEA12A6701CD37,SOVXZIN12A6D4F93FF,4
SOCFPEA12A6701CD37,SOINOZS12AB018C500,5
SOCFPEA12A6701CD37,SOGWKIH12AB0180152,6
SOCFPEA12A6701CD37,SOCJGUO12AB0186AD7,7
SOCFPEA12A6701CD37,SOJSZMP12AB018BE97,8
SOCFPEA12A6701CD37,SOEHVHH12A6310E2FA,9
SOSCDWE12AB01823C4,SOIPYPB12A8C1360D4,1
SOSCDWE12AB01823C4,SOKVKNS12AF72A34A8,2
SOSCDWE12AB01823C4,SOPLBFF12AB0185BBA,3
SOSCDWE12AB01823C4,SOLWEEI12AC4689649,4
SOSCDWE12AB01823C4,SOWYUFF12AB0185E62,5
SOSCDWE12AB01823C4,SOSOUKN12A8C13AB79,6
SOSCDWE12AB01823C4,SOBBJKR12A6D4FA788,7
SOSCDWE12AB01823C4,SOEBOWM12AB017F279,8
SOSCDWE12AB01823C4,SODAOII12AF729D951,9
SOFSIZE12AB017CF9E,SOKDGXB12A8C143C0E,1
SOFSIZE12AB017CF9E,SOKSROA12AB017D5CF,2
SOFSIZE12AB017CF9E,SOBJLCQ12A8AE4704D,3
SOFSIZE12AB017CF9E,SOUYSAG12A81C1FE1D,4
SOFSIZE12AB017CF9E,SOCDFAZ12A8C13F891,5
SOFSIZE12AB017CF9E,SOWUZSR12B0B8088B2,6
SOFSIZE12AB017CF9E,SOFHGAN12A6D4F8C8D,7
SOFSIZE12AB017CF9E,SOCJEMR12A8C136F58,8
SOFSIZE12AB017CF9E,SOMEQPX12AF729E3FD,9
SOUFVXX12A8AE46F0F,SOLNAOK12A58A78923,1
SOUFVXX12A8AE46F0F,SOINEWN12A8C133727,2
SOUFVXX12A8AE46F0F,SOJGLZD12A58A7B880,3
SOUFVXX12A8AE46F0F,SOHDWUV12A6D4FAB59,4
SOUFVXX12A8AE46F0F,SOVHQGO12AB017C0B2,5
SOUFVXX12A8AE46F0F,SODTWYN12A58A79805,6
SOUFVXX12A8AE46F0F,SOYDLMF12A6D4F9A7A,7
SOUFVXX12A8AE46F0F,SOMZNOT12A6310E822,8
SOUFVXX12A8AE46F0F,SOLXHTU12A8C13CE6A,9
SOWOAXK12A6310D81F,SOCVFHI12A8C13B4D4,1
SOWOAXK12A6310D81F,SORVYIY12AB018B687,2
SOWOAXK12A6310D81F,SOQHJTS12A6701DD16,3
SOWOAXK12A6310D81F,SOEZKEW12AF72A8158,4
SOWOAXK12A6310D81F,SOEROOE12AF72A3894,5
SOWOAXK12A6310D81F,SOHWQQB12A8C1413B7,6
SOWOAXK12A6310D81F,SOKSWNZ12AB018B6AF,7
SOWOAXK12A6310D81F,SOIZVMW12A6701DEFF,8
SOWOAXK12A6310D81F,SOVQWZO12AAF3B137B,9
SOXKFRI12A8C137A5F,SOGRAKK12AB0187840,1
SOXKFRI12A8C137A5F,SOOGOZM12A8C133C9B,2
SOXKFRI12A8C137A5F,SOQIOVV12A8C131300,3
SOXKFRI12A8C137A5F,SOMXANM12A67020954,4
SOXKFRI12A8C137A5F,SOEQCKK12AB0181163,5
SOXKFRI12A8C137A5F,SOUVYOA12A8C133245,6
SOXKFRI12A8C137A5F,SOLCKCC12AB0185D72,7
SOXKFRI12A8C137A5F,SOIXOQP12A8C137B16,8
SOXKFRI12A8C137A5F,SOJMHHW12A58A779AE,9
SOBJPXL12A4280634F,SOMLFJG12AB0181A3D,1
SOBJPXL12A4280634F,SOWLKDF12A8C13900E,2
SOBJPXL12A4280634F,SOWPPGY12A8C13EE2E,3
SOBJPXL12A4280634F,SOSUSNF12AB0185A3E,4
SOBJPXL12A4280634F,SOSBSGQ12A6D4F87DA,5
SOBJPXL12A4280634F,SODOACW12AC3DF55C2,6
SOBJPXL12A4280634F,SOZAVUM12A8C139758,7
SOBJPXL12A4280634F,SOHNMUY12A6D4FC19D,8
SOBJPXL12A4280634F,SODJRXJ12A6701FDFD,9
SOGWJEY12AC9618862,SOVGLOC12A8AE46F8D,1
SOGWJEY12AC9618862,SORBFSM12A8C13FEF4,2
SOGWJEY12AC9618862,SOGTGJR12A6310E08D,3
SOGWJEY12AC9618862,SOLAHRC12AB018252C,4
SOGWJEY12AC9618862,SOULSXZ12AB017F662,5
SOGWJEY12AC9618862,SOAWXPY12A8C137E88,6
SOGWJEY12AC9618862,SOIKCUE12A8C132D40,7
SOGWJEY12AC9618862,SOFPSZV12A6D4FBBFA,8
SOGWJEY12AC9618862,SOYUJTB12A8C13EB47,9
SOARUPP12AB01842E0,SOAEOTW12A67AD8674,1
SOARUPP12AB01842E0,SOMMMMK12AB0184687,2
SOARUPP12AB01842E0,SONDGNX12D021B521E,3
SOARUPP12AB01842E0,SOIRJGI12AF72A3A57,4
SOARUPP12AB01842E0,SOBADEB12AB018275F,5
SOARUPP12AB01842E0,SOEPWYH12AF72A4813,6
SOARUPP12AB01842E0,SOFIPHI12AAF3B3DB2,7
SOARUPP12AB01842E0,SOMRUQR12AAF3B1C7E,8
SOARUPP12AB01842E0,SOHYDRJ12A6D4F7387,9
SOAFTRR12AF72A8D4D,SOYEWFR12AB0189AB6,1
SOAFTRR12AF72A8D4D,SOVJTTZ12AB017F48F,2
SOAFTRR12AF72A8D4D,SOBOGSC12A8C1440FC,3
SOAFTRR12AF72A8D4D,SOGFGCX12AB01819F2,4
SOAFTRR12AF72A8D4D,SOWXEYG12AAF3B4B9C,5
SOAFTRR12AF72A8D4D,SONGIXY12A58A7BB42,6
SOAFTRR12AF72A8D4D,SOQHCTH12A67AE1F2D,7
SOAFTRR12AF72A8D4D,SOEJSHO12A8C13E30D,8
SOAFTRR12AF72A8D4D,SOIOXEH12AB0189AC7,9
SOPWZGK12A67020744,SOJPHYE12A8C142D3F,1
SOPWZGK12A67020744,SODGHMZ12A8C1356A2,2
SOPWZGK12A67020744,SOWOTPD12A6D4FAFFA,3
SOPWZGK12A67020744,SORUNFY12AC46861AE,4
SOPWZGK12A67020744,SOLZOZD12AC46861B8,5
SOPWZGK12A67020744,SOHZVTO12A8C1420B9,6
SOPWZGK12A67020744,SOPYYSM12A6D4F7772,7
SOPWZGK12A67020744,SORPACP12AB017DFDB,8
SOPWZGK12A67020744,SOKVHXP12A8C139AD0,9
SOMRYYN12A6310F0F3,SOXFXPX12A8C1325C5,1
